user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
G7_2.bin.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	GCA_000436835.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	98.03	0.89	GCA_000436835.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	98.03	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000434995.1, s__Eubacterium_R sp000434995, 95.0, 83.58, 0.76; GCA_003526845.1, s__Eubacterium_R sp003526845, 95.0, 78.47, 0.32; GCA_002493325.1, s__Eubacterium_R sp002493325, 95.0, 78.11, 0.32; GCF_900167205.1, s__Eubacterium_R coprostanoligenes, 95.0, 78.05, 0.29; GCA_002493595.1, s__Eubacterium_R sp002493595, 95.0, 77.94, 0.25; GCA_000433975.1, s__Eubacterium_R sp000433975, 95.0, 77.75, 0.22; GCA_002361935.1, s__Eubacterium_R sp002361935, 95.0, 77.52, 0.21; GCA_002494125.1, s__Eubacterium_R sp002494125, 95.0, 77.48, 0.23; GCA_900316345.1, s__Eubacterium_R sp900316345, 95.0, 77.41, 0.17; GCA_900321905.1, s__Eubacterium_R sp900321905, 95.0, 77.18, 0.15; GCA_000431535.1, s__Eubacterium_R sp000431535, 95.0, 76.96, 0.08; GCA_002371215.1, s__Eubacterium_R sp002371215, 95.0, 76.75, 0.15; GCA_002329285.1, s__Eubacterium_R sp002329285, 95.0, 76.27, 0.15	95.83	11	N/A	N/A
G7_2.bin.4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter himalayensis	GCF_002003685.1	95.13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter himalayensis	97.81	0.92	GCF_002003685.1	95.13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter himalayensis	97.81	0.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001875655.1, s__Enterobacter hormaechei, 95.13, 95.25, 0.92; GCF_900322725.1, s__Enterobacter cloacae_J, 95.0, 93.71, 0.9; GCF_900324475.1, s__Enterobacter bugandensis, 95.0, 89.07, 0.85; GCF_002072125.1, s__Enterobacter cancerogenus_A, 95.0, 88.85, 0.86; GCF_000211415.1, s__Enterobacter mori, 95.0, 88.49, 0.85; GCF_001521715.1, s__Enterobacter asburiae, 96.82, 88.48, 0.81; GCF_900129625.1, s__Enterobacter sesami, 96.82, 88.41, 0.82; GCF_000493015.1, s__Enterobacter sp000493015, 95.46, 88.37, 0.85; GCF_001875645.1, s__Enterobacter nimipressuralis, 95.0, 88.32, 0.84; GCF_000762975.1, s__Enterobacter sp000762975, 96.28, 88.26, 0.81; GCF_002208095.1, s__Enterobacter cloacae_M, 96.75, 88.25, 0.86; GCF_000568095.1, s__Enterobacter sp000568095, 95.0, 88.15, 0.85; GCF_001022675.1, s__Enterobacter cloacae_H, 95.0, 88.1, 0.83; GCF_001022965.1, s__Enterobacter cloacae_L, 95.0, 88.02, 0.85; GCF_003289275.1, s__Enterobacter cloacae_K, 95.0, 87.96, 0.81; GCF_001729765.1, s__Enterobacter kobei, 95.0, 87.92, 0.82; GCF_002197345.1, s__Enterobacter cloacae_B, 95.0, 87.7, 0.82; GCF_000025565.1, s__Enterobacter cloacae, 95.0, 87.62, 0.87; GCF_003046225.1, s__Enterobacter cloacae_I, 95.0, 87.25, 0.79; GCF_900185905.1, s__Enterobacter cancerogenus, 95.0, 87.18, 0.84; GCF_001750725.1, s__Enterobacter ludwigii, 95.0, 86.9, 0.86; GCF_003057745.1, s__Enterobacter sp003057745, 95.0, 86.79, 0.79; GCF_001654845.1, s__Enterobacter soli, 95.0, 86.4, 0.79	81.77	11	N/A	N/A
G8_2.bin.13	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	GCF_000245775.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	98.8	0.95	GCF_000245775.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	98.8	0.95	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900187035.1, s__Megamonas hypermegale, 95.0, 81.63, 0.61; GCA_002314325.1, s__Megamonas hypermegale_A, 95.0, 79.44, 0.26	93.67	11	N/A	N/A
G8_2.bin.16	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp000437715	GCA_000437715.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp000437715	96.4	0.8	GCA_000437715.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp000437715	96.4	0.8	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000173795.1, s__Catenibacterium mitsuokai, 95.0, 93.88, 0.81	90.75	11	N/A	N/A
G8_2.bin.2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	N/A	N/A	N/A	N/A	N/A	GCF_000411515.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_B	78.92	0.39	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000297775.1, s__Sutterella wadsworthensis_A, 95.0, 79.25, 0.36; GCF_000250875.1, s__Sutterella parvirubra, 95.0, 79.22, 0.38	90.36	11	0.9765690087218232	N/A
G9_1.bin.14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	GCF_000374505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	97.26	0.93	GCF_000374505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	97.26	0.93	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000265365.1, s__Alistipes finegoldii, 95.0, 84.52, 0.7; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 82.35, 0.57; GCF_900107675.1, s__Alistipes timonensis, 95.0, 82.15, 0.56; GCF_000210575.1, s__Alistipes shahii, 95.0, 82.15, 0.61; GCF_900083545.1, s__Alistipes sp900083545, 95.0, 81.99, 0.59; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 81.9, 0.55; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 81.13, 0.51; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 80.66, 0.48; GCA_002358415.1, s__Alistipes sp002358415, 95.0, 80.62, 0.53; GCF_002159375.1, s__Alistipes sp002159375, 95.0, 80.22, 0.49; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 80.05, 0.46; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 79.82, 0.4; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 79.59, 0.43; GCF_000311925.1, s__Alistipes obesi, 95.0, 79.25, 0.41; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.62, 0.28; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 77.45, 0.21; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.23, 0.11	65.02	11	N/A	N/A
G9_1.bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas synergistica_A	GCA_001915615.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas synergistica_A	98.17	0.83	GCA_001915615.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas synergistica_A	98.17	0.83	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002161485.1, s__Butyricimonas sp002161485, 95.0, 94.76, 0.8; GCF_000519105.1, s__Butyricimonas virosa, 95.0, 91.27, 0.7; GCF_900258545.1, s__Butyricimonas sp900258545, 95.0, 87.25, 0.59; GCF_000379665.1, s__Butyricimonas synergistica, 95.0, 79.69, 0.36; GCF_900184685.1, s__Butyricimonas sp900184685, 95.0, 79.34, 0.4	91.96	11	N/A	N/A
G9_1.bin.5	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__	N/A	N/A	N/A	N/A	N/A	GCF_000701705.1	95.0	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	91.92	0.74	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	94.13	11	0.9885446748079151	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
G9_1.bin.7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	GCF_000265365.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	98.93	0.97	GCF_000265365.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	98.93	0.97	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 84.75, 0.73; GCF_000210575.1, s__Alistipes shahii, 95.0, 83.56, 0.65; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 83.47, 0.61; GCF_900083545.1, s__Alistipes sp900083545, 95.0, 83.07, 0.62; GCF_900107675.1, s__Alistipes timonensis, 95.0, 82.77, 0.61; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 82.66, 0.57; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 81.45, 0.54; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 81.12, 0.52; GCF_002159375.1, s__Alistipes sp002159375, 95.0, 80.94, 0.5; GCA_002358415.1, s__Alistipes sp002358415, 95.0, 80.72, 0.63; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 80.65, 0.52; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 80.49, 0.43; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 80.24, 0.56; GCF_000311925.1, s__Alistipes obesi, 95.0, 79.72, 0.41; GCF_000154465.1, s__Alistipes putredinis, 95.0, 79.22, 0.36; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 77.68, 0.28; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.48, 0.15	90.79	11	N/A	N/A
G9_2.bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	GCA_000434415.1	95.63	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	98.46	0.86	GCA_000434415.1	95.63	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	98.46	0.86	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000146185.1, s__Lachnospira eligens, 95.63, 95.76, 0.84; GCA_003451515.1, s__Lachnospira sp003451515, 95.0, 94.84, 0.78; GCA_003537285.1, s__Lachnospira sp003537285, 95.36, 94.26, 0.8; GCF_900112995.1, s__Lachnospira rogosae, 95.0, 80.04, 0.35; GCA_000436535.1, s__Lachnospira sp000436535, 95.0, 79.28, 0.33; GCA_000436475.1, s__Lachnospira sp000436475, 95.0, 79.28, 0.32; GCA_900316325.1, s__Lachnospira sp900316325, 95.0, 79.05, 0.26; GCF_000424105.1, s__Lachnospira multipara, 95.56, 78.8, 0.19; GCF_900103815.1, s__Lachnospira pectinoschiza, 95.56, 78.73, 0.18; GCA_002435585.1, s__Lachnospira sp002435585, 95.0, 78.58, 0.29; GCF_000702205.1, s__Lachnospira multipara_A, 95.0, 78.51, 0.18; GCA_000437735.1, s__Lachnospira sp000437735, 95.0, 78.05, 0.16; GCA_002394205.1, s__Lachnospira sp002394205, 95.0, 77.75, 0.15	78.17	11	N/A	Genome has more than 14.2% of markers with multiple hits
G9_2.bin.12	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	GCF_000765235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	97.11	0.84	GCF_000765235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	97.11	0.84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003522105.1, s__ER4 sp003522105, 95.0, 88.49, 0.68; GCA_002405995.1, s__ER4 sp002405995, 95.0, 85.76, 0.72; GCA_002437735.1, s__ER4 sp002437735, 95.0, 81.89, 0.56; GCA_900317525.1, s__ER4 sp900317525, 95.0, 81.85, 0.56	82.72	11	N/A	N/A
G9_2.bin.13	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	GCA_000434475.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	96.39	0.81	GCA_000434475.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	96.39	0.81	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002439665.1, s__Dialister sp002439665, 95.0, 79.29, 0.22; GCF_000242435.1, s__Dialister succinatiphilus, 95.0, 79.23, 0.27; GCA_002471975.1, s__Dialister sp002471975, 95.0, 79.16, 0.2; GCA_002297935.1, s__Dialister sp002297935, 95.0, 79.08, 0.35; GCF_900343095.1, s__Dialister sp900343095, 95.0, 79.02, 0.3; GCF_000160055.1, s__Dialister invisus, 95.0, 78.99, 0.1; GCF_000194985.1, s__Dialister micraerophilus, 95.0, 78.91, 0.05; GCA_900314595.1, s__Dialister sp900314595, 95.0, 78.89, 0.23; GCA_002320515.1, s__Dialister sp002320515, 95.0, 78.72, 0.3; GCF_001553355.1, s__Dialister sp001553355, 95.0, 78.61, 0.07	95.32	11	N/A	N/A
G9_2.bin.32	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	GCF_000153885.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	98.08	0.89	GCF_000153885.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	98.08	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000432355.1, s__Eubacterium_G sp000432355, 95.0, 80.33, 0.35; GCA_000434315.1, s__Eubacterium_G sp000434315, 95.0, 80.11, 0.33; GCA_000435815.1, s__Eubacterium_G sp000435815, 95.0, 79.95, 0.39; GCA_002369135.1, s__Eubacterium_G sp002369135, 95.0, 77.82, 0.14	91.75	11	N/A	N/A
G9_2.bin.55	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	N/A	GCF_001405375.1, s__Collinsella aerofaciens_F, 95.0, 94.46, 0.81; GCF_000763055.1, s__Collinsella sp000763055, 95.0, 94.4, 0.82; GCA_000434535.1, s__Collinsella sp000434535, 95.0, 94.4, 0.71; GCF_000169035.1, s__Collinsella aerofaciens, 95.0, 94.22, 0.84; GCA_003487125.1, s__Collinsella sp003487125, 95.0, 94.15, 0.69; GCF_002736145.1, s__Collinsella aerofaciens_A, 95.0, 94.14, 0.82; GCF_001404695.1, s__Collinsella aerofaciens_E, 95.0, 93.46, 0.79; GCF_002232035.1, s__Collinsella sp002232035, 95.0, 93.29, 0.78; GCA_002391315.1, s__Collinsella sp002391315, 95.0, 91.2, 0.75; GCA_002437815.1, s__Collinsella sp002437815, 95.0, 82.25, 0.58; GCF_900155365.1, s__Collinsella bouchesdurhonensis, 95.0, 80.23, 0.32; GCF_000156215.1, s__Collinsella stercoris, 95.0, 79.8, 0.35; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 79.65, 0.34; GCF_900119895.1, s__Collinsella phocaeensis, 95.0, 79.58, 0.31; GCF_000225705.1, s__Collinsella tanakaei, 95.0, 79.48, 0.31; GCF_900046475.1, s__Collinsella ihuae, 95.0, 79.42, 0.35; GCA_002305035.1, s__Collinsella sp002305035, 95.0, 79.32, 0.37; GCF_900199705.1, s__Collinsella provencensis, 95.0, 79.14, 0.26; GCF_900176655.1, s__Collinsella vaginalis, 95.0, 78.53, 0.27	71.29	11	0.9948118757210843	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
G9_2.bin.61	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCF_002549755.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	91.44	0.73	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	N/A	GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 87.92, 0.72; GCA_003287405.1, s__Faecalibacterium prausnitzii_J, 95.0, 86.46, 0.68; GCA_003312465.1, s__Faecalibacterium prausnitzii_K, 95.0, 86.13, 0.69; GCF_002550015.1, s__Faecalibacterium prausnitzii_A, 95.0, 85.95, 0.67; GCA_003449675.1, s__Faecalibacterium sp003449675, 95.0, 85.47, 0.65; GCA_003293635.1, s__Faecalibacterium prausnitzii_G, 95.0, 85.19, 0.64; GCF_000162015.1, s__Faecalibacterium prausnitzii_C, 95.0, 84.81, 0.64; GCF_002549975.1, s__Faecalibacterium prausnitzii_H, 95.0, 84.26, 0.66; GCF_002550035.1, s__Faecalibacterium prausnitzii_E, 95.0, 84.19, 0.65; GCA_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 83.76, 0.64; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 83.01, 0.53; GCF_002160895.1, s__Faecalibacterium sp002160895, 95.0, 80.7, 0.47; GCF_002160915.1, s__Faecalibacterium sp002160915, 95.0, 80.18, 0.47	60.24	11	0.9976721680523349	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
G9_2.bin.63	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp000436415	GCA_000436415.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp000436415	96.85	0.87	GCA_000436415.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp000436415	96.85	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900142265.1, s__Anaerotignum lactatifermentans, 95.0, 78.99, 0.27; GCF_001304995.1, s__Anaerotignum sp001304995, 95.0, 78.7, 0.27; GCF_001571775.1, s__Anaerotignum neopropionicum, 95.0, 78.46, 0.15; GCA_002380805.1, s__Anaerotignum sp002380805, 95.0, 78.03, 0.13; GCF_001561955.1, s__Anaerotignum propionicum, 95.0, 77.92, 0.16; GCA_002299545.1, s__Anaerotignum sp002299545, 95.0, 77.4, 0.13; GCA_002316675.1, s__Anaerotignum sp002316675, 95.0, 77.1, 0.17	93.51	11	N/A	N/A
